/home/jessica/miniconda3/envs/Profiles/bin/python3.7 /home/jessica/GitHub/Profiles/development/time.py
/home/jessica/GitHub/data_templates/01082020/20200108_2123.json
Profile from  2020-01-08 21:24:20.381116 to 2020-01-08 21:32:06.650325 added
1 profile(s) including those added from file /home/jessica/GitHub/data_templates/01082020/00000108.BIN
Temperature sensor 1 removed
/home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/metpy/xarray.py:655: MetpyDeprecationWarning: The dewpoint_rh function was deprecated in version 0.12. This function has been renamed dewpoint_from_relative_humidity.
  return func(*args, **kwargs)
         168064882 function calls (167970669 primitive calls) in 1995.296 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/_collections_abc.py:664(__contains__)
     1298    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
       13    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/compat/tokenize.py:354(detect_encoding)
     4254    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       22    0.001    0.000    0.034    0.002 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:652(_shallow_copy_with_infer)
      101    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:243(mgr_locs)
       11    0.001    0.000    0.045    0.004 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:4517(_reindex_axes)
        1    0.001    0.001    0.001    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pymavlink/dialects/v20/ardupilotmega.py:11259(MAVLink_gps_input_message)
       44    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/common.py:862(is_dtype_equal)
      104    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/re.py:307(_subx)
       11    0.001    0.000    0.004    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/base.py:831(array)
       53    0.001    0.000    0.028    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/registry.py:200(__getattr__)
       41    0.001    0.000    0.006    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:267(make_block_same_class)
       19    0.001    0.000    0.005    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:971(iget)
       55    0.001    0.000    0.004    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:1826(is_object)
       22    0.001    0.000    0.004    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/base.py:916(to_numpy)
       38    0.001    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1825(_is_dtype)
        4    0.001    0.000    0.302    0.075 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/parsers.py:425(_read)
       11    0.001    0.000    0.006    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:561(_astype)
       48    0.001    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1284(is_datetime_or_timedelta_dtype)
       19    0.001    0.000    0.007    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:942(get)
       13    0.001    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/compat/tokenize.py:459(tokenize)
      101    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:131(_check_ndim)
       11    0.001    0.000    0.029    0.003 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:1224(reindex_indexer)
       82    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:4006(_internal_get_values)
       11    0.001    0.000    0.016    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:5742(astype)
       59    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:717(construct_from_string)
     12/5    0.001    0.000    0.105    0.021 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/metpy/xarray.py:650(wrapper)
       22    0.001    0.000    0.076    0.003 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:1115(_get_with)
      105    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:3901(values)
      228    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/output/graphviz.py:149(attrs_from_dict)
       56    0.001    0.000    0.014    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/missing.py:128(_isna_new)
        2    0.001    0.000 1243.919  621.960 /home/jessica/GitHub/Profiles/profiles/Profile.py:44(_init2)
       22    0.001    0.000    0.102    0.005 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/arrayprint.py:717(_formatArray)
       96    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/posixpath.py:75(join)
       66    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:4228(__contains__)
       22    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/arrayprint.py:69(_make_options_dict)
       45    0.001    0.000    0.004    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:2788(__init__)
       13    0.001    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/util.py:583(string_preprocessor)
       22    0.001    0.000    0.113    0.005 {method 'get_value' of 'pandas._libs.index.IndexEngine' objects}
   172/15    0.001    0.000    0.005    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/abc.py:141(__subclasscheck__)
       22    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:238(_convert_scalar_indexer)
       44    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:1592(get_values)
       12    0.001    0.000    0.021    0.002 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/util.py:441(_from_string)
        2    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/registry.py:753(parse_unit_name)
       11    0.001    0.000    0.006    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexing.py:2135(_getitem_axis)
       56    0.001    0.000    0.015    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/missing.py:48(isna)
       11    0.001    0.000    0.007    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1407(is_datetimelike_v_numeric)
       40    0.001    0.000    0.001    0.000 <__array_function__ internals>:2(concatenate)
        8    0.001    0.000    0.002    0.000 {pandas._libs.lib.clean_index_list}
       19    0.001    0.000    0.006    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/frame.py:3459(_box_item_values)
       22    0.001    0.000    0.108    0.005 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/arrayprint.py:465(wrapper)
        4    0.001    0.000    0.006    0.002 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/parsers.py:801(__init__)
       66    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
    46/42    0.001    0.000    0.012    0.000 {built-in method builtins.all}
        4    0.001    0.000    0.215    0.054 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/construction.py:216(init_dict)
        4    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/parsers.py:1538(_maybe_dedup_names)
      155    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/range.py:655(__len__)
        1    0.001    0.001 1814.947 1814.947 /home/jessica/GitHub/Profiles/profiles/Profile_Set.py:82(add_all_profiles)
       62    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1264(construct_1d_ndarray_preserving_na)
        4    0.001    0.000    0.290    0.073 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/parsers.py:1152(read)
       23    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:167(shape)
       67    0.001    0.000    0.037    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/re.py:271(_compile)
        4    0.001    0.000    0.005    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:4054(_reduce)
       33    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/arrays/sparse.py:223(construct_from_string)
      117    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/_collections_abc.py:392(__subclasshook__)
       22    0.001    0.000    0.112    0.005 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/arrayprint.py:1512(_array_str_implementation)
       26    0.001    0.000    0.001    0.000 <__array_function__ internals>:2(where)
      932    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/color.py:31(validate)
        4    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/range.py:83(__new__)
       15    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:346(_construct_axes_from_arguments)
       97    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:446(_set_subtyp)
       11    0.001    0.000    0.006    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/metpy/units.py:258(_check_argument_units)
      125    0.001    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:723(__len__)
       30    0.001    0.000    0.012    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:227(_validate_dtype)
        1    0.001    0.001    0.006    0.006 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/output/graphviz.py:204(generate_edges)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
       70    0.001    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/arrays.py:7(extract_array)
       92    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/range.py:342(dtype)
       30    0.001    0.000    0.011    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:4497(<genexpr>)
       37    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:426(_get_axis)
        4    0.001    0.000    0.002    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/nanops.py:239(_get_values)
       11    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/algorithms.py:1481(_get_take_nd_function)
       40    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:1857(_asarray_compat)
       37    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:1040(construct_from_string)
       19    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/base.py:1012(_ndarray_values)
       37    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:866(construct_from_string)
        8    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/_asarray.py:223(require)
        3    0.001    0.000    0.008    0.003 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
       44    0.001    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:596(_internal_get_values)
       52    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/range.py:181(_data)
       70    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:402(_constructor)
       15    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:5249(f)
       11    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:3290(_extend_blocks)
        3    0.001    0.000    0.004    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/sre_compile.py:536(_compile_info)
       22    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/arrayprint.py:74(<dictcomp>)
      128    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:239(mgr_locs)
        1    0.001    0.001    0.035    0.035 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/tokenize.py:350(detect_encoding)
        4    0.001    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:216(_rebuild_blknos_and_blklocs)
       13    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/_collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.006    0.006 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/output/graphviz.py:193(generate_nodes)
        4    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/parsers.py:1366(__init__)
       12    0.000    0.000    0.019    0.002 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/quantity.py:367(to)
       15    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:5236(_protect_consolidate)
        5    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       16    0.000    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/common.py:240(asarray_tuplesafe)
       38    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:2888(get_loc)
        4    0.000    0.000    0.004    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:126(__init__)
       45    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
      225    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/colorsys.py:143(hsv_to_rgb)
      108    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:207(internal_values)
       66    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/common.py:352(apply_if_callable)
       28    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/_internal.py:865(npy_ctypes_check)
      171    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       37    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:413(_get_axis_name)
       11    0.000    0.000    0.017    0.002 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/range.py:413(_shallow_copy)
       32    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/urllib/parse.py:109(_coerce_args)
        2    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/lib/_iotools.py:630(__init__)
       22    0.000    0.000    0.035    0.002 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:82(_shallow_copy)
       23    0.000    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/common.py:711(is_string_dtype)
      118    0.000    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/output/output.py:36(edge_color)
       86    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/util.py:602(_is_dim)
       15    0.000    0.000    0.062    0.004 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:4218(reindex)
       19    0.000    0.000    0.004    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/frame.py:3466(_box_col_values)
        3    0.000    0.000    0.020    0.007 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/argparse.py:1858(consume_optional)
        4    0.000    0.000    0.003    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/common.py:171(get_filepath_or_buffer)
       19    0.000    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:710(_engine)
       15    0.000    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:5246(_consolidate_inplace)
        6    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/posixpath.py:331(normpath)
        4    0.000    0.000    0.015    0.004 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:1837(_multi_blockify)
       85    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:134(is_all_dates)
        4    0.000    0.000    0.056    0.014 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:1691(create_block_manager_from_arrays)
       11    0.000    0.000    0.010    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:580(astype)
       30    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
      233    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/color.py:25(validate_all)
       11    0.000    0.000    0.006    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexing.py:1410(__getitem__)
        4    0.000    0.000    0.149    0.037 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/construction.py:69(arrays_to_mgr)
      225    0.000    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/color.py:17(hsv)
       22    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/ops/__init__.py:81(get_op_result_name)
       22    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/core/arrayprint.py:367(<lambda>)
       16    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/util.py:243(__missing__)
       11    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/arrays/numpy_.py:122(__init__)
       15    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/missing.py:574(clean_reindex_fill_method)
       11    0.000    0.000    0.005    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:889(__array__)
       22    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:3104(_convert_scalar_indexer)
       59    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/common.py:150(cast_scalar_indexer)
       11    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/util.py:425(eval_token)
       11    0.000    0.000    0.000    0.000 {pandas._libs.ops.scalar_compare}
        4    0.000    0.000    0.215    0.054 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/frame.py:397(__init__)
        4    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/argparse.py:2338(_get_values)
       13    0.000    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pint/pint_eval.py:73(evaluate)
       66    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:1549(index)
       24    0.000    0.000    0.003    0.000 {built-in method _operator.truediv}
       11    0.000    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:767(copy)
       19    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:3279(_set_as_cached)
       11    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/arrays/numpy_.py:39(__init__)
       22    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:613(_get_attributes_dict)
       45    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      332    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/grouper.py:18(__call__)
        2    0.000    0.000    0.011    0.006 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/metpy/calc/thermo.py:768(saturation_vapor_pressure)
       12    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1063(is_unsigned_integer_dtype)
        4    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:340(_verify_integrity)
        1    0.000    0.000   23.468   23.468 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pymavlink/DFReader.py:680(__init__)
        9    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pymavlink/mavutil.py:2069(mode_mapping_bynumber)
      233    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/color.py:10(__init__)
       11    0.000    0.000    0.021    0.002 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/range.py:665(__getitem__)
      287    0.000    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/color.py:56(rgba_web)
       42    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:700(_reset_identity)
       22    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:1829(is_categorical)
       11    0.000    0.000    0.007    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:128(wrapper)
        4    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/argparse.py:1837(take_action)
        4    0.000    0.000    0.036    0.009 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:323(_init_dict)
       11    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:2002(_preprocess_slice_or_indexer)
      288    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      119    0.000    0.000    0.002    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pycallgraph2/tracer.py:318(edges)
       11    0.000    0.000    0.006    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/blocks.py:558(astype)
        1    0.000    0.000    0.041    0.041 /home/jessica/GitHub/Profiles/profiles/Raw_Profile.py:174(thermo_data)
       12    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/common.py:98(_expand_user)
       11    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexing.py:162(_get_loc)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
        4    0.000    0.000    0.005    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:11699(logical_func)
       26    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:400(_get_axis_number)
       15    0.000    0.000    0.010    0.001 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/indexes/base.py:4404(identical)
       12    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/posixpath.py:232(expanduser)
       58    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/internals/managers.py:169(<genexpr>)
       11    0.000    0.000    0.003    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/inspect.py:3002(bind)
       55    0.000    0.000    0.000    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/generic.py:486(_info_axis)
       42    0.000    0.000    0.004    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:120(is_iterator)
        1    0.000    0.000    0.011    0.011 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/numpy/lib/_datasource.py:577(open)
        4    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/io/common.py:247(_infer_compression)
        3    0.000    0.000    0.008    0.003 <frozen importlib._bootstrap_external>:914(get_data)
       11    0.000    0.000    0.001    0.000 /home/jessica/miniconda3/envs/Profiles/lib/python3.7/site-packages/pandas/core/series.py:1040(_ixs)
